beds,bath,type,place,city,area_sqrt,price_bdt,price_per_sqft
3,3,Apartment,Mirpur,Dhaka,1100.0,16000.0,14.545454545454545
3,4,Apartment,Mirpur,Dhaka,1500.0,35000.0,23.333333333333332
3,4,Apartment,Mirpur,Dhaka,1510.0,25000.0,16.556291390728475
2,2,Apartment,Badda,Dhaka,700.0,16000.0,22.857142857142858
3,4,Apartment,Uttara,Dhaka,1425.0,30000.0,21.05263157894737
1,1,Apartment,9 No. North Pahartali Ward,Chittagong,550.0,10000.0,18.181818181818183
2,2,Apartment,Mohammadpur,Dhaka,800.0,16500.0,20.625
4,4,Apartment,Banasree,Dhaka,1550.0,30000.0,19.35483870967742
3,3,Apartment,Sutrapur,Dhaka,1260.0,35000.0,27.77777777777778
3,3,Apartment,Sutrapur,Dhaka,1100.0,32000.0,29.09090909090909
2,2,Apartment,Mohammadpur,Dhaka,780.0,15000.0,19.23076923076923
3,3,Duplex,4 No Chandgaon Ward,Chittagong,1700.0,25000.0,14.705882352941176
2,1,Apartment,Double Mooring,Chittagong,730.0,10500.0,14.383561643835616
2,2,Apartment,Double Mooring,Chittagong,1200.0,10500.0,8.75
2,2,Apartment,Uttara,Dhaka,800.0,18000.0,22.5
3,3,Apartment,Khilgaon,Dhaka,1535.0,35000.0,22.80130293159609
3,2,Apartment,Banasree,Dhaka,1100.0,22000.0,20.0
1,1,Apartment,Mohammadpur,Dhaka,450.0,13000.0,28.88888888888889
3,2,Apartment,Bakalia,Chittagong,1250.0,14000.0,11.2
2,2,Apartment,Banasree,Dhaka,950.0,18000.0,18.94736842105263
2,2,Apartment,Dakshin Khan,Dhaka,700.0,10000.0,14.285714285714286
2,2,Apartment,Uttara,Dhaka,900.0,19000.0,21.11111111111111
3,3,Apartment,Motijheel,Dhaka,1740.0,45000.0,25.862068965517242
2,1,Apartment,Dakshin Khan,Dhaka,600.0,10000.0,16.666666666666668
2,2,Apartment,Badda,Dhaka,720.0,12000.0,16.666666666666668
2,2,Apartment,East Nasirabad,Chittagong,900.0,17000.0,18.88888888888889
2,2,Apartment,Dakshin Khan,Dhaka,600.0,10000.0,16.666666666666668
2,1,Apartment,Mirpur,Dhaka,600.0,9000.0,15.0
3,3,Apartment,Dakshin Khan,Dhaka,1330.0,20000.0,15.037593984962406
3,3,Apartment,Dakshin Khan,Dhaka,1330.0,20000.0,15.037593984962406
3,3,Apartment,Badda,Dhaka,1530.0,30000.0,19.607843137254903
4,4,Apartment,Banasree,Dhaka,1550.0,30000.0,19.35483870967742
4,4,Apartment,Banasree,Dhaka,1550.0,30000.0,19.35483870967742
3,3,Apartment,Bayazid,Chittagong,1300.0,18000.0,13.846153846153847
3,2,Apartment,22 No. Enayet Bazaar Ward,Chittagong,1200.0,20000.0,16.666666666666668
3,2,Apartment,22 No. Enayet Bazaar Ward,Chittagong,1200.0,22000.0,18.333333333333332
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
3,3,Apartment,Motijheel,Dhaka,1500.0,40000.0,26.666666666666668
3,4,Apartment,16 No. Chawk Bazaar Ward,Chittagong,1700.0,30000.0,17.647058823529413
3,3,Apartment,16 No. Chawk Bazaar Ward,Chittagong,2200.0,47000.0,21.363636363636363
3,4,Apartment,16 No. Chawk Bazaar Ward,Chittagong,1900.0,37000.0,19.473684210526315
3,3,Apartment,Agargaon,Dhaka,1400.0,22000.0,15.714285714285714
3,3,Apartment,Agargaon,Dhaka,1250.0,30000.0,24.0
3,3,Apartment,Uttara,Dhaka,1200.0,30000.0,25.0
2,2,Apartment,Mohammadpur,Dhaka,630.0,15000.0,23.80952380952381
3,2,Apartment,Agargaon,Dhaka,950.0,16000.0,16.842105263157894
3,2,Apartment,Agargaon,Dhaka,1050.0,18000.0,17.142857142857142
3,3,Apartment,Adabor,Dhaka,1250.0,20000.0,16.0
3,3,Apartment,Badda,Dhaka,1430.0,30000.0,20.97902097902098
3,3,Apartment,Rampura,Dhaka,1550.0,30000.0,19.35483870967742
3,4,Apartment,Uttara,Dhaka,2300.0,40000.0,17.391304347826086
3,3,Apartment,Khulshi,Chittagong,1435.0,20000.0,13.937282229965156
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1350.0,22000.0,16.296296296296298
2,2,Apartment,Bakalia,Chittagong,950.0,12000.0,12.631578947368421
2,2,Apartment,10 No. North Kattali Ward,Chittagong,850.0,14000.0,16.470588235294116
2,2,Apartment,10 No. North Kattali Ward,Chittagong,850.0,14000.0,16.470588235294116
3,3,Apartment,Turag,Dhaka,1200.0,18000.0,15.0
3,3,Apartment,Uttara,Dhaka,1550.0,40000.0,25.806451612903224
2,1,Apartment,Double Mooring,Chittagong,560.0,12000.0,21.428571428571427
3,3,Apartment,11 No. South Kattali Ward,Chittagong,800.0,12000.0,15.0
3,3,Apartment,Badda,Dhaka,1530.0,30000.0,19.607843137254903
3,4,Apartment,Dhanmondi,Dhaka,2150.0,50000.0,23.25581395348837
3,2,Apartment,Lalbagh,Dhaka,860.0,25000.0,29.069767441860463
2,2,Apartment,Mirpur,Dhaka,650.0,13000.0,20.0
3,3,Apartment,Bakalia,Chittagong,1150.0,15000.0,13.043478260869565
3,3,Apartment,Bakalia,Chittagong,1150.0,14000.0,12.173913043478262
3,2,Apartment,Khilgaon,Dhaka,950.0,23000.0,24.210526315789473
3,2,Apartment,Agargaon,Dhaka,900.0,18000.0,20.0
2,2,Apartment,Mohammadpur,Dhaka,720.0,14000.0,19.444444444444443
3,3,Apartment,Agargaon,Dhaka,1300.0,22000.0,16.923076923076923
4,4,Apartment,Bashundhara R-A,Dhaka,2500.0,45000.0,18.0
2,2,Apartment,Khilkhet,Dhaka,650.0,13000.0,20.0
3,3,Apartment,Turag,Dhaka,1750.0,30000.0,17.142857142857142
3,3,Apartment,Turag,Dhaka,1722.0,30000.0,17.421602787456447
2,2,Apartment,Double Mooring,Chittagong,1000.0,13000.0,13.0
2,2,Apartment,Double Mooring,Chittagong,600.0,7500.0,12.5
3,3,Apartment,Sholokbahar,Chittagong,1250.0,23000.0,18.4
2,2,Apartment,Double Mooring,Chittagong,800.0,13000.0,16.25
3,3,Apartment,Bayazid,Chittagong,1556.0,22000.0,14.138817480719794
3,3,Apartment,Uttara,Dhaka,1500.0,35000.0,23.333333333333332
3,3,Apartment,22 No. Enayet Bazaar Ward,Chittagong,1300.0,27000.0,20.76923076923077
3,3,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
3,2,Apartment,Bashabo,Dhaka,1300.0,17000.0,13.076923076923077
2,2,Apartment,Dhanmondi,Dhaka,800.0,18000.0,22.5
2,2,Apartment,Cantonment,Dhaka,900.0,12000.0,13.333333333333334
2,2,Apartment,Badda,Dhaka,700.0,17000.0,24.285714285714285
3,4,Apartment,Shyamoli,Dhaka,1750.0,27000.0,15.428571428571429
2,2,Apartment,Uttara,Dhaka,950.0,18000.0,18.94736842105263
2,2,Apartment,Double Mooring,Chittagong,1000.0,17000.0,17.0
2,2,Apartment,Double Mooring,Chittagong,745.0,8500.0,11.409395973154362
2,2,Apartment,Ibrahimpur,Dhaka,850.0,17000.0,20.0
3,3,Apartment,Double Mooring,Chittagong,1331.0,25000.0,18.782870022539445
2,2,Apartment,Halishahar,Chittagong,1200.0,18000.0,15.0
4,3,Apartment,Mirpur,Dhaka,2150.0,42000.0,19.53488372093023
3,4,Apartment,Khulshi,Chittagong,1480.0,25000.0,16.89189189189189
3,3,Apartment,Sholokbahar,Chittagong,1220.0,21000.0,17.21311475409836
2,2,Apartment,Halishahar,Chittagong,1000.0,13500.0,13.5
3,3,Apartment,10 No. North Kattali Ward,Chittagong,1200.0,18000.0,15.0
3,2,Apartment,Double Mooring,Chittagong,1250.0,20000.0,16.0
2,2,Apartment,Mirpur,Dhaka,800.0,12000.0,15.0
2,2,Apartment,33 No. Firingee Bazaar Ward,Chittagong,900.0,18000.0,20.0
3,3,Apartment,16 No. Chawk Bazaar Ward,Chittagong,2200.0,47000.0,21.363636363636363
3,2,Apartment,Rampura,Dhaka,1150.0,19000.0,16.52173913043478
3,3,Apartment,Malibagh,Dhaka,1000.0,22000.0,22.0
2,1,Apartment,Mirpur,Dhaka,800.0,10000.0,12.5
3,3,Apartment,Uttara,Dhaka,1550.0,35000.0,22.580645161290324
3,4,Apartment,Uttara,Dhaka,1400.0,27000.0,19.285714285714285
3,3,Apartment,Mirpur,Dhaka,1200.0,15000.0,12.5
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1250.0,25000.0,20.0
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1250.0,24000.0,19.2
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1250.0,25000.0,20.0
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
3,4,Apartment,other,Dhaka,2000.0,40000.0,20.0
3,3,Apartment,Bashundhara R-A,Dhaka,1600.0,22000.0,13.75
3,3,Apartment,Agargaon,Dhaka,1530.0,30000.0,19.607843137254903
2,2,Apartment,Badda,Dhaka,700.0,16000.0,22.857142857142858
3,3,Apartment,Khulshi,Chittagong,2000.0,100000.0,50.0
2,2,Apartment,9 No. North Pahartali Ward,Chittagong,785.0,10000.0,12.738853503184714
3,3,Apartment,Uttara,Dhaka,1250.0,20000.0,16.0
3,3,Apartment,Uttara,Dhaka,1900.0,50000.0,26.31578947368421
2,2,Apartment,Mirpur,Dhaka,700.0,10000.0,14.285714285714286
1,1,Apartment,Dakshin Khan,Dhaka,300.0,10000.0,33.333333333333336
3,3,Apartment,Turag,Dhaka,1722.0,30000.0,17.421602787456447
3,3,Apartment,Turag,Dhaka,1750.0,30000.0,17.142857142857142
3,3,Apartment,Khilkhet,Dhaka,900.0,16000.0,17.77777777777778
2,2,Apartment,other,Dhaka,900.0,18000.0,20.0
3,3,Apartment,Badda,Dhaka,1200.0,40000.0,33.333333333333336
3,3,Apartment,Bashundhara R-A,Dhaka,1550.0,30000.0,19.35483870967742
3,3,Apartment,Aftab Nagar,Dhaka,1700.0,26000.0,15.294117647058824
2,2,Apartment,Bayazid,Chittagong,850.0,9000.0,10.588235294117647
3,2,Apartment,Banasree,Dhaka,1200.0,23000.0,19.166666666666668
3,4,Apartment,Muradpur,Chittagong,1800.0,35000.0,19.444444444444443
3,4,Apartment,Baridhara,Dhaka,2000.0,45000.0,22.5
4,4,Apartment,Banasree,Dhaka,1700.0,35000.0,20.58823529411765
4,4,Apartment,Banasree,Dhaka,1700.0,35000.0,20.58823529411765
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1200.0,18000.0,15.0
3,2,Apartment,Badda,Dhaka,940.0,20000.0,21.27659574468085
1,1,Apartment,Uttara,Dhaka,400.0,12000.0,30.0
3,3,Apartment,Khulshi,Chittagong,1800.0,32000.0,17.77777777777778
3,3,Apartment,Bayazid,Chittagong,1420.0,25000.0,17.6056338028169
3,3,Apartment,Bayazid,Chittagong,1420.0,25000.0,17.6056338028169
3,3,Apartment,Shegunbagicha,Dhaka,1750.0,40000.0,22.857142857142858
3,2,Apartment,Rampura,Dhaka,900.0,16000.0,17.77777777777778
3,3,Apartment,Adabor,Dhaka,1400.0,20000.0,14.285714285714286
3,4,Apartment,Muradpur,Chittagong,1600.0,30000.0,18.75
4,5,Apartment,Bashundhara R-A,Dhaka,2250.0,35000.0,15.555555555555555
2,2,Apartment,Baridhara DOHS,Dhaka,1200.0,40000.0,33.333333333333336
3,4,Apartment,Aftab Nagar,Dhaka,1800.0,25000.0,13.88888888888889
3,2,Apartment,Double Mooring,Chittagong,1100.0,14000.0,12.727272727272727
3,3,Apartment,Uttara,Dhaka,1900.0,50000.0,26.31578947368421
3,2,Apartment,Panchlaish,Chittagong,1050.0,18000.0,17.142857142857142
2,1,Apartment,Tejgaon,Dhaka,500.0,17000.0,34.0
3,3,Apartment,Bayazid,Chittagong,1650.0,20000.0,12.121212121212121
3,3,Apartment,Rampura,Dhaka,1035.0,20000.0,19.32367149758454
3,3,Apartment,Baridhara,Dhaka,1300.0,30000.0,23.076923076923077
5,5,Apartment,9 No. North Pahartali Ward,Chittagong,2400.0,45000.0,18.75
2,2,Apartment,30 No. East Madarbari Ward,Chittagong,800.0,16000.0,20.0
2,2,Apartment,Mirpur,Dhaka,650.0,10000.0,15.384615384615385
3,3,Apartment,Khulshi,Chittagong,1800.0,60000.0,33.333333333333336
3,3,Apartment,Khulshi,Chittagong,1450.0,30000.0,20.689655172413794
2,2,Apartment,Uttara,Dhaka,900.0,18000.0,20.0
3,3,Apartment,Uttara,Dhaka,1500.0,20000.0,13.333333333333334
3,3,Apartment,Uttara,Dhaka,1500.0,15000.0,10.0
3,2,Apartment,Double Mooring,Chittagong,1300.0,16000.0,12.307692307692308
2,2,Apartment,Uttara,Dhaka,900.0,18000.0,20.0
2,2,Apartment,Double Mooring,Chittagong,1200.0,20000.0,16.666666666666668
2,2,Apartment,Bayazid,Chittagong,900.0,11000.0,12.222222222222221
3,2,Apartment,Double Mooring,Chittagong,1300.0,18000.0,13.846153846153847
3,3,Apartment,Double Mooring,Chittagong,1210.0,14000.0,11.570247933884298
3,3,Apartment,Double Mooring,Chittagong,1300.0,18000.0,13.846153846153847
2,2,Apartment,Bayazid,Chittagong,900.0,10000.0,11.11111111111111
3,3,Apartment,Double Mooring,Chittagong,1300.0,18000.0,13.846153846153847
2,1,Apartment,Halishahar,Chittagong,800.0,10000.0,12.5
2,2,Apartment,Double Mooring,Chittagong,800.0,14000.0,17.5
3,3,Apartment,Bayazid,Chittagong,1250.0,15000.0,12.0
2,2,Apartment,Halishahar,Chittagong,1000.0,10000.0,10.0
2,2,Apartment,Halishahar,Chittagong,1060.0,10000.0,9.433962264150944
2,2,Apartment,Mirpur,Dhaka,700.0,13000.0,18.571428571428573
3,4,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
3,3,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
2,2,Apartment,Double Mooring,Chittagong,770.0,11000.0,14.285714285714286
2,2,Apartment,Bayazid,Chittagong,800.0,12500.0,15.625
2,2,Apartment,Double Mooring,Chittagong,900.0,13000.0,14.444444444444445
2,2,Apartment,Double Mooring,Chittagong,900.0,14000.0,15.555555555555555
3,3,Apartment,7 No. West Sholoshohor Ward,Chittagong,1350.0,22000.0,16.296296296296298
2,1,Apartment,10 No. North Kattali Ward,Chittagong,750.0,10000.0,13.333333333333334
1,1,Apartment,Bakalia,Chittagong,800.0,12000.0,15.0
3,3,Apartment,Halishahar,Chittagong,1400.0,25000.0,17.857142857142858
2,2,Apartment,Double Mooring,Chittagong,1000.0,17000.0,17.0
3,2,Apartment,Double Mooring,Chittagong,1100.0,13000.0,11.818181818181818
2,2,Apartment,11 No. South Kattali Ward,Chittagong,900.0,14000.0,15.555555555555555
3,3,Apartment,Bayazid,Chittagong,1100.0,18000.0,16.363636363636363
3,3,Apartment,Bayazid,Chittagong,1100.0,18000.0,16.363636363636363
2,2,Apartment,11 No. South Kattali Ward,Chittagong,1000.0,14000.0,14.0
3,2,Apartment,Mirpur,Dhaka,1050.0,12000.0,11.428571428571429
3,3,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
3,2,Apartment,Halishahar,Chittagong,1200.0,14000.0,11.666666666666666
3,2,Apartment,Mirpur,Dhaka,1100.0,15000.0,13.636363636363637
2,2,Apartment,Mirpur,Dhaka,600.0,9500.0,15.833333333333334
2,2,Apartment,Dakshin Khan,Dhaka,700.0,11000.0,15.714285714285714
3,4,Apartment,Shegunbagicha,Dhaka,2000.0,45000.0,22.5
2,2,Apartment,Uttara,Dhaka,850.0,16500.0,19.41176470588235
3,3,Apartment,Mirpur,Dhaka,1380.0,18000.0,13.043478260869565
3,3,Apartment,Ibrahimpur,Dhaka,1250.0,22000.0,17.6
3,3,Apartment,Mirpur,Dhaka,2200.0,44000.0,20.0
4,4,Apartment,Gulshan,Dhaka,4000.0,200000.0,50.0
2,2,Apartment,Mirpur,Dhaka,600.0,9000.0,15.0
3,3,Apartment,Cantonment,Dhaka,1150.0,19000.0,16.52173913043478
3,3,Apartment,Cantonment,Dhaka,1150.0,19000.0,16.52173913043478
1,1,Apartment,Mirpur,Dhaka,500.0,8000.0,16.0
2,2,Apartment,Mirpur,Dhaka,600.0,11000.0,18.333333333333332
3,3,Apartment,Gulshan,Dhaka,2600.0,80000.0,30.76923076923077
3,3,Apartment,Uttara,Dhaka,1900.0,50000.0,26.31578947368421
2,2,Apartment,Nikunja,Dhaka,1000.0,23000.0,23.0
2,2,Apartment,Khilkhet,Dhaka,650.0,11000.0,16.923076923076923
3,3,Apartment,Halishahar,Chittagong,1240.0,18000.0,14.516129032258064
3,2,Apartment,7 No. West Sholoshohor Ward,Chittagong,900.0,14000.0,15.555555555555555
3,4,Apartment,Muradpur,Chittagong,2200.0,50000.0,22.727272727272727
3,3,Apartment,Mirpur,Dhaka,1250.0,24000.0,19.2
2,2,Apartment,Bayazid,Chittagong,950.0,12000.0,12.631578947368421
3,3,Apartment,Banasree,Dhaka,1350.0,22000.0,16.296296296296298
2,2,Apartment,Khulshi,Chittagong,950.0,15000.0,15.789473684210526
3,3,Apartment,Mirpur,Dhaka,1050.0,16000.0,15.238095238095237
3,3,Apartment,33 No. Firingee Bazaar Ward,Chittagong,1352.0,20000.0,14.792899408284024
3,2,Apartment,Rampura,Dhaka,1100.0,16000.0,14.545454545454545
3,3,Apartment,Khilkhet,Dhaka,1350.0,16000.0,11.851851851851851
2,2,Apartment,Bakalia,Chittagong,950.0,14000.0,14.736842105263158
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1250.0,20000.0,16.0
3,3,Apartment,Rampura,Dhaka,1080.0,16000.0,14.814814814814815
3,2,Apartment,Double Mooring,Chittagong,1110.0,15000.0,13.513513513513514
2,2,Apartment,Double Mooring,Chittagong,900.0,10000.0,11.11111111111111
3,3,Apartment,Double Mooring,Chittagong,1200.0,14000.0,11.666666666666666
2,2,Apartment,7 No. West Sholoshohor Ward,Chittagong,1050.0,10000.0,9.523809523809524
3,2,Apartment,Uttara,Dhaka,1000.0,19000.0,19.0
3,3,Apartment,Double Mooring,Chittagong,1400.0,20000.0,14.285714285714286
3,2,Apartment,Turag,Dhaka,1050.0,14000.0,13.333333333333334
3,3,Apartment,Mirpur,Dhaka,1200.0,18000.0,15.0
3,3,Apartment,Uttara,Dhaka,1600.0,15000.0,9.375
3,4,Apartment,Khulshi,Chittagong,1700.0,30000.0,17.647058823529413
2,2,Apartment,other,Chittagong,900.0,18000.0,20.0
3,3,Apartment,Gulshan,Dhaka,2000.0,70000.0,35.0
2,2,Apartment,Uttara,Dhaka,1050.0,14000.0,13.333333333333334
1,1,Apartment,Double Mooring,Chittagong,900.0,10000.0,11.11111111111111
3,4,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
2,2,Apartment,Mirpur,Dhaka,500.0,9000.0,18.0
2,2,Apartment,Double Mooring,Chittagong,1200.0,13000.0,10.833333333333334
3,3,Apartment,Badda,Dhaka,1541.0,50000.0,32.44646333549643
2,2,Apartment,Adabor,Dhaka,800.0,15000.0,18.75
2,2,Apartment,Mirpur,Dhaka,850.0,14500.0,17.058823529411764
2,2,Apartment,Uttara,Dhaka,1000.0,20000.0,20.0
3,3,Apartment,Badda,Dhaka,1290.0,22000.0,17.05426356589147
3,3,Apartment,Double Mooring,Chittagong,1100.0,12500.0,11.363636363636363
3,4,Apartment,Uttara,Dhaka,1654.0,15000.0,9.068923821039903
3,3,Apartment,Uttara,Dhaka,1700.0,25000.0,14.705882352941176
3,2,Apartment,Khulshi,Chittagong,2000.0,70000.0,35.0
2,2,Apartment,Badda,Dhaka,800.0,12000.0,15.0
3,3,Apartment,Mirpur,Dhaka,1225.0,18000.0,14.693877551020408
4,4,Apartment,Mirpur,Dhaka,2200.0,40000.0,18.181818181818183
2,2,Apartment,9 No. North Pahartali Ward,Chittagong,850.0,15000.0,17.647058823529413
3,3,Apartment,Uttara,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Uttara,Dhaka,1500.0,22000.0,14.666666666666666
3,3,Apartment,Bakalia,Chittagong,1250.0,16000.0,12.8
4,4,Apartment,Mohakhali DOHS,Dhaka,2700.0,80000.0,29.62962962962963
3,3,Apartment,Mohakhali DOHS,Dhaka,1450.0,50000.0,34.48275862068966
2,2,Apartment,Patenga,Chittagong,900.0,15000.0,16.666666666666668
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1700.0,27000.0,15.882352941176471
3,3,Apartment,Uttara,Dhaka,1500.0,25000.0,16.666666666666668
3,3,Apartment,Uttara,Dhaka,1500.0,25000.0,16.666666666666668
3,3,Apartment,Uttara,Dhaka,1500.0,25000.0,16.666666666666668
3,3,Apartment,Uttara,Dhaka,1500.0,25000.0,16.666666666666668
4,4,Apartment,Aftab Nagar,Dhaka,1600.0,35000.0,21.875
4,4,Apartment,Khulshi,Chittagong,3200.0,70000.0,21.875
3,3,Apartment,Nikunja,Dhaka,1500.0,35000.0,23.333333333333332
3,3,Apartment,Aftab Nagar,Dhaka,1650.0,27000.0,16.363636363636363
2,2,Apartment,Nikunja,Dhaka,780.0,20000.0,25.641025641025642
3,2,Apartment,Bakalia,Chittagong,1250.0,15000.0,12.0
3,2,Apartment,Double Mooring,Chittagong,1100.0,14000.0,12.727272727272727
2,2,Apartment,Malibagh,Dhaka,800.0,19000.0,23.75
2,2,Apartment,Bayazid,Chittagong,800.0,12000.0,15.0
2,2,Apartment,Bakalia,Chittagong,950.0,12000.0,12.631578947368421
3,2,Apartment,Khilgaon,Dhaka,950.0,21000.0,22.105263157894736
2,2,Apartment,4 No Chandgaon Ward,Chittagong,900.0,18000.0,20.0
2,2,Apartment,30 No. East Madarbari Ward,Chittagong,900.0,17000.0,18.88888888888889
2,2,Apartment,Badda,Dhaka,1450.0,17000.0,11.724137931034482
3,3,Apartment,4 No Chandgaon Ward,Chittagong,1300.0,20000.0,15.384615384615385
2,2,Apartment,Mohammadpur,Dhaka,700.0,15000.0,21.428571428571427
3,3,Apartment,Mirpur,Dhaka,1271.0,18000.0,14.162077104642014
3,3,Apartment,Uttara,Dhaka,1475.0,21000.0,14.23728813559322
3,3,Apartment,Baridhara DOHS,Dhaka,1600.0,70000.0,43.75
4,3,Apartment,Panchlaish,Chittagong,2000.0,40000.0,20.0
3,4,Apartment,15 No. Bagmoniram Ward,Chittagong,2238.0,46000.0,20.554066130473636
2,2,Apartment,Uttara,Dhaka,900.0,21000.0,23.333333333333332
2,2,Apartment,Tejgaon,Dhaka,900.0,22000.0,24.444444444444443
2,2,Apartment,Nikunja,Dhaka,750.0,17000.0,22.666666666666668
3,3,Apartment,Aftab Nagar,Dhaka,1200.0,26000.0,21.666666666666668
4,4,Apartment,Uttara,Dhaka,2800.0,75000.0,26.785714285714285
3,2,Apartment,Khilkhet,Dhaka,800.0,15000.0,18.75
2,2,Apartment,Khilkhet,Dhaka,700.0,14000.0,20.0
3,2,Apartment,Khilkhet,Dhaka,900.0,16000.0,17.77777777777778
2,2,Apartment,Adabor,Dhaka,900.0,15000.0,16.666666666666668
3,4,Apartment,16 No. Chawk Bazaar Ward,Chittagong,2200.0,40000.0,18.181818181818183
3,3,Apartment,Shiddheswari,Dhaka,1250.0,30000.0,24.0
4,3,Apartment,Panchlaish,Chittagong,1800.0,40000.0,22.22222222222222
3,3,Apartment,Tejgaon,Dhaka,1500.0,35000.0,23.333333333333332
3,3,Apartment,Banasree,Dhaka,1350.0,23000.0,17.037037037037038
2,2,Apartment,7 No. West Sholoshohor Ward,Chittagong,950.0,12500.0,13.157894736842104
3,3,Apartment,,Dhaka,1660.0,32000.0,19.27710843373494
3,2,Apartment,Khilkhet,Dhaka,800.0,15000.0,18.75
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1450.0,18000.0,12.413793103448276
2,2,Apartment,Double Mooring,Chittagong,950.0,12500.0,13.157894736842104
3,2,Apartment,Badda,Dhaka,1200.0,20000.0,16.666666666666668
3,3,Apartment,Bashundhara R-A,Dhaka,1565.0,30000.0,19.169329073482427
1,2,Apartment,Uttara,Dhaka,500.0,15000.0,30.0
3,2,Apartment,Double Mooring,Chittagong,1035.0,18000.0,17.391304347826086
2,2,Apartment,Mirpur,Dhaka,900.0,14000.0,15.555555555555555
3,3,Apartment,Uttara,Dhaka,1400.0,23000.0,16.428571428571427
3,3,Apartment,Uttara,Dhaka,1300.0,20000.0,15.384615384615385
2,2,Apartment,Mirpur,Dhaka,1050.0,13500.0,12.857142857142858
3,2,Apartment,Mirpur,Dhaka,1150.0,19000.0,16.52173913043478
2,2,Apartment,Khilkhet,Dhaka,800.0,16000.0,20.0
3,2,Apartment,Mirpur,Dhaka,1040.0,17000.0,16.346153846153847
2,2,Apartment,Khilkhet,Dhaka,700.0,14500.0,20.714285714285715
3,3,Apartment,9 No. North Pahartali Ward,Chittagong,1450.0,16000.0,11.03448275862069
3,3,Apartment,Khulshi,Chittagong,1360.0,23000.0,16.91176470588235
2,2,Apartment,Ibrahimpur,Dhaka,950.0,14000.0,14.736842105263158
3,3,Apartment,Panchlaish,Chittagong,1500.0,26000.0,17.333333333333332
3,3,Apartment,Baridhara,Dhaka,3000.0,110000.00000000001,36.66666666666667
3,3,Apartment,Dakshin Khan,Dhaka,1150.0,15000.0,13.043478260869565
3,3,Apartment,Dakshin Khan,Dhaka,1150.0,15000.0,13.043478260869565
2,2,Apartment,33 No. Firingee Bazaar Ward,Chittagong,900.0,20000.0,22.22222222222222
3,3,Apartment,Khulshi,Chittagong,1600.0,31000.0,19.375
2,2,Apartment,Panchlaish,Chittagong,900.0,20000.0,22.22222222222222
3,3,Apartment,Bayazid,Chittagong,1250.0,15000.0,12.0
2,2,Apartment,Rampura,Dhaka,750.0,16000.0,21.333333333333332
2,2,Apartment,Khilkhet,Dhaka,750.0,15000.0,20.0
1,1,Apartment,Agargaon,Dhaka,600.0,10000.0,16.666666666666668
3,2,Apartment,11 No. South Kattali Ward,Chittagong,1300.0,17000.0,13.076923076923077
2,2,Apartment,36 Goshail Danga Ward,Chittagong,1150.0,12500.0,10.869565217391305
2,2,Apartment,other,Chittagong,950.0,17000.0,17.894736842105264
3,4,Apartment,Uttara,Dhaka,1650.0,30000.0,18.181818181818183
3,3,Apartment,Bayazid,Chittagong,1200.0,15000.0,12.5
2,2,Apartment,Mirpur,Dhaka,850.0,15000.0,17.647058823529413
3,3,Apartment,Gulshan,Dhaka,2400.0,75000.0,31.25
2,2,Apartment,Tejgaon,Dhaka,800.0,24000.0,30.0
3,2,Apartment,Tejgaon,Dhaka,1200.0,27000.0,22.5
4,4,Apartment,Baridhara,Dhaka,2800.0,130000.0,46.42857142857143
3,3,Apartment,Tejgaon,Dhaka,1409.0,35000.0,24.8403122782115
3,4,Apartment,Mirpur,Dhaka,1515.0,25000.0,16.501650165016503
3,3,Apartment,Khulshi,Chittagong,1600.0,31000.0,19.375
2,2,Apartment,10 No. North Kattali Ward,Chittagong,850.0,12000.0,14.117647058823529
3,3,Apartment,10 No. North Kattali Ward,Chittagong,1150.0,15000.0,13.043478260869565
3,3,Apartment,Maghbazar,Dhaka,1677.0,45000.0,26.833631484794275
2,2,Apartment,11 No. South Kattali Ward,Chittagong,700.0,12000.0,17.142857142857142
2,2,Apartment,10 No. North Kattali Ward,Chittagong,850.0,12000.0,14.117647058823529
3,3,Apartment,10 No. North Kattali Ward,Chittagong,1150.0,15000.0,13.043478260869565
2,2,Apartment,10 No. North Kattali Ward,Chittagong,850.0,12000.0,14.117647058823529
